slug,slice,nu,cand,basis,gamma_form,solver,init,seed,loglik,aic,bic,n_params,n_iter,converged,wall_s
ALL_M_14-25_mrc2,ALL_M,8,poly6-goff,poly6,off,anderson,rand1,1.0,1322233.9758033664,-2087963.9516067328,1158750.8924709535,278253,129,True,29.93204159999732
ALL_M_14-25_mrc2,ALL_M,8,poly6-gscalar,poly6,scalar,anderson,mean,,1334772.1057433386,-2113038.211486677,1133688.3008444058,278254,125,True,37.74983660003636
ALL_M_14-25_mrc2,ALL_M,8,poly6-gscalar,poly6,scalar,anderson,rand0,0.0,1334770.5181741815,-2113035.036348363,1133691.47598272,278254,139,True,40.35900300007779
ALL_M_14-25_mrc2,ALL_M,8,poly6-gscalar,poly6,scalar,anderson,rand1,1.0,1334774.4976939298,-2113042.9953878596,1133683.5169432233,278254,109,True,29.781823799945414
ALL_M_14-25_mrc2,ALL_M,8,poly6-gvarying,poly6,varying,anderson,mean,,1337051.9246843283,-2117587.8493686565,1129197.0042294087,278259,101,True,35.036642399965785
ALL_M_14-25_mrc2,ALL_M,8,poly6-gvarying,poly6,varying,anderson,rand0,0.0,1337050.3421486628,-2117584.6842973256,1129200.1693007397,278259,139,True,50.02406850003172
ALL_M_14-25_mrc2,ALL_M,8,poly6-gvarying,poly6,varying,anderson,rand1,1.0,1337051.2065987133,-2117586.4131974266,1129198.4404006386,278259,141,True,44.42336790007539
ALL_M_14-25_mrc2,ALL_M,8,spline3-goff,spline3,off,anderson,mean,,1321674.5420352777,-2086853.0840705554,1159815.0869935448,278249,133,True,29.68914480006788
ALL_M_14-25_mrc2,ALL_M,8,spline3-goff,spline3,off,anderson,rand0,0.0,1321672.5092164304,-2086849.0184328607,1159819.1526312395,278249,130,True,27.543711300008
ALL_M_14-25_mrc2,ALL_M,8,spline3-goff,spline3,off,anderson,rand1,1.0,1321671.9172362566,-2086847.8344725133,1159820.336591587,278249,122,True,30.4849644000642
ALL_M_14-25_mrc2,ALL_M,8,spline3-gscalar,spline3,scalar,anderson,mean,,1334310.47767543,-2112122.95535086,1134556.8839666368,278250,122,True,37.11649040004704
