slug,solver,nu,cand,basis,gamma_form,fold,train_loglik,heldout_logdens,heldout_per_cell,heldout_rmse,n_test,n_orphan,n_iter
Po10_B_14-25_mrc2,anderson,inf,spline4-gscalar,spline4,scalar,2,205861.9527200394,28679.100323512397,0.7797895568957637,0.08960634419175653,36778,0,11
Po10_B_14-25_mrc2,anderson,8,spline4-gscalar,spline4,scalar,2,222080.22695783334,33241.8964084302,0.9038527491552069,0.09065353908774805,36778,0,200
Po10_B_14-25_mrc2,anderson,inf,spline4-gscalar,spline4,scalar,3,205749.89605727646,28675.156501146088,0.7747320266162183,0.0897368098972789,37013,0,11
Po10_B_14-25_mrc2,anderson,8,spline4-gscalar,spline4,scalar,3,221914.85980768423,33444.6803952827,0.9035928024013915,0.09023407686539389,37013,0,166
Po10_B_14-25_mrc2,anderson,inf,spline4-gscalar,spline4,scalar,4,204813.05746973737,30320.237331652224,0.8190895353932578,0.08824035223495263,37017,0,11
Po10_B_14-25_mrc2,anderson,8,spline4-gscalar,spline4,scalar,4,221461.417838562,33913.801191133905,0.9161682791996625,0.0891533636195749,37017,0,200
Po10_B_14-25_mrc2,anderson,inf,spline4-gvarying,spline4,varying,0,205675.87546899042,28964.064352937785,0.7850829250247414,0.089401823408227,36893,0,12
Po10_B_14-25_mrc2,anderson,8,spline4-gvarying,spline4,varying,0,222011.12369718158,33572.379409192545,0.9099932076326822,0.09003638737517618,36893,0,173
Po10_B_14-25_mrc2,anderson,inf,spline4-gvarying,spline4,varying,1,205786.0914955222,28743.897386152123,0.782210721586854,0.0895486486564906,36747,0,11
Po10_B_14-25_mrc2,anderson,8,spline4-gvarying,spline4,varying,1,221912.55040896716,33716.21172298971,0.9175228378640354,0.09034726022019123,36747,0,256
Po10_B_14-25_mrc2,anderson,inf,spline4-gvarying,spline4,varying,2,205899.00760253996,28697.185842028106,0.7802813051832103,0.089574181162265,36778,0,12
Po10_B_14-25_mrc2,anderson,8,spline4-gvarying,spline4,varying,2,222141.61306689057,33306.18744530842,0.9056008332510853,0.09054808139124607,36778,0,186
Po10_B_14-25_mrc2,anderson,inf,spline4-gvarying,spline4,varying,3,205801.10886042056,28668.759524946094,0.7745591960918081,0.08972645936288383,37013,0,12
Po10_B_14-25_mrc2,anderson,8,spline4-gvarying,spline4,varying,3,221995.36442710942,33453.498873636156,0.9038310559434836,0.0901963838185688,37013,0,179
Po10_B_14-25_mrc2,anderson,inf,spline4-gvarying,spline4,varying,4,204865.44775211537,30310.088192898926,0.8188153603182031,0.08823494309718338,37017,0,12
Po10_B_14-25_mrc2,anderson,8,spline4-gvarying,spline4,varying,4,221537.41052610628,33998.491847488185,0.918456164667266,0.08897809414767707,37017,0,193
Po10_B_14-25_mrc2,anderson,inf,spline5-gscalar,spline5,scalar,0,205671.9661212247,28939.59253271966,0.7844196062320673,0.0894298621754453,36893,0,11
Po10_B_14-25_mrc2,anderson,8,spline5-gscalar,spline5,scalar,0,221989.92151022243,33560.95605717193,0.9096835729588791,0.09002380421458374,36893,0,221
Po10_B_14-25_mrc2,anderson,inf,spline5-gscalar,spline5,scalar,1,205769.60442205222,28735.754151443187,0.7819891188789068,0.08956307746352589,36747,0,11
Po10_B_14-25_mrc2,anderson,8,spline5-gscalar,spline5,scalar,1,221875.71132909556,33734.71790415394,0.9180264485305996,0.09026456742455988,36747,0,153
Po10_B_14-25_mrc2,anderson,inf,spline5-gscalar,spline5,scalar,2,205896.27701452991,28664.00752455978,0.7793791811561199,0.08961135532253287,36778,0,11
Po10_B_14-25_mrc2,anderson,8,spline5-gscalar,spline5,scalar,2,222110.51479232952,33344.14787130799,0.9066329836127031,0.09043255958344625,36778,0,212
Po10_B_14-25_mrc2,anderson,inf,spline5-gscalar,spline5,scalar,3,205777.07509775483,28676.150023183658,0.7747588691320254,0.08972657268598762,37013,0,11
Po10_B_14-25_mrc2,anderson,8,spline5-gscalar,spline5,scalar,3,221943.41294489906,33480.04330674369,0.904548221077559,0.09017774466965228,37013,0,154
Po10_B_14-25_mrc2,anderson,inf,spline5-gscalar,spline5,scalar,4,204835.46570123773,30329.586961805006,0.819342112051355,0.0882227949707173,37017,0,11
Po10_B_14-25_mrc2,anderson,8,spline5-gscalar,spline5,scalar,4,221483.70914986823,33948.71290807814,0.9171114057886414,0.08908946644953333,37017,0,133
Po10_B_14-25_mrc2,anderson,inf,spline5-gvarying,spline5,varying,0,205711.6316957407,28952.110068826325,0.7847588992173671,0.08940298524971602,36893,0,13
Po10_B_14-25_mrc2,anderson,8,spline5-gvarying,spline5,varying,0,222046.1970527126,33594.4104403224,0.9105903678291924,0.08999389449163088,36893,0,206
Po10_B_14-25_mrc2,anderson,inf,spline5-gvarying,spline5,varying,1,205812.65011988574,28746.057909150495,0.7822695161278607,0.08953742398275905,36747,0,13
